,id,text,category
7941,eng2061,"chaati uruvaa*natu .evvaaRu? .ovv.oru kaalakaTTattil vaazhnta viirarkald, makaa*nkald maRRum chaata*naiyaaldarkaldai poRRum vitamaaka avarkald p.eyarai ta~Nkald p.eyarukku pi*n iNaittukk.oldlda aarampittu pi*n ta*nima*nita egovaal jaatiyaaka urumaaRiyatu .e*npatu .e*natu yuukam. aa*naal i~Nku uldlda .oru ch.olavaTai - kulam paarttu kottiram paarttu kalyaaNam ch.ey .e*npatu namatu uTal aarokkiyattuTa*n champantappaTTatu. aRiviyal .e*n*na ch.olkiRatu .e*nRaal n.eru~Nkiya uRavi*narkald maNam purintaal piRakkum kuzhantaikaldukku uTal kuRaivu eRpaTum .e*npatu uRutiyaaka kuuRukiRatu. matam maaRi*naalo allatu kalapput tirumaNam ch.eyyum piRkaalattil niRaiya paatippukald irukkum. kottiram paarttu kalyaaNam ch.eyya veNTum .e*npatu mika mukkiyam.",NOT
7942,eng2062,tertalil ippo taa*n ch.eruppaTi vaa~Nki*naa*n kurumaa.. itu i*n*n.oru ch.eruppaTi kurumaa paays ku... v.eRa l.eval... kaattirukkiRe*n v.eldldi tiraiyil kaaNa..,OFF
7943,eng2063,"naa*n inta Tirailar muu*nRu taravai paarttu viTTe*n...o*n*nume puriyala...orutta~Nka chaatipaTam ch.olRaa~Nka..i*n*noruttar p.eN chiiNTal eRpaTTa paatippu paRRiya paTam ch.olRaa~Nka..  ch.ollappo*naal,itu uNmai champavam*n*nu ch.olRaa~Nka..  .etaRkaaka inta paTam Release aaka kuuTaatu*n*nu ch.olRaa~Nka..  yaaraavatu itai paRRi t.erintaal kuuRu~Nkald naNparkalde..  [15.01.2020  12:24 am]",NOT
7944,eng2064,yov moka*n ji  taramaa vachchu ch.e~nchurukka polat.eRku chiimai paldldarkald chaarppil paTam v.eRRiyaTaiya vaazhttukkald aNNaa,NOT
7945,eng2065,"paTam v.eRRi p.eRum,,,,,",NOT
7946,eng2066,#paalameTu_jallikaTTu  t.elu~Nku ch.eTTiyaar maaTu  intu naaTaar maaTu  naayuTu  maaTu  v.eldldaaldar maaTu   ippaTi .e*nRu ch.olli taa~Nka koyil maaTu viTapaTukiRatu   chaatikald  uldldataTi paappaa.  kula taazhchchi uyirachchi ch.ollal paavam. #tir.eldapati  itaa*n chaar  taRpotu  uldlda chamuukam  uNmaiyai pechum paTam,NOT
7947,eng2067,naTukuldlda ey kuRRavaaldi kala vachiTTu intiyaya*n aarmi a~Nka kaShTapaTTu Tu irukkaa~Nka avu~Nka illam inta paTatta patha r.ompa santhosa paTuva~Nka cast cast etha vachu Enna chaatikka poringa,NOT
7948,eng2068,maRumalarchchi  paTattil  raachu paTaiyaaTchi .e*nRa p.eyar iTamp.eRRataRkaaka a*nRu  .enta .oru tamizh paTa kataanaayaka*num naTikka  mu*nvaravillai piRaku  malaiyaalda naTikar mammuuTTi naTittaar  paTam mikapp.eriya v.eRRiyai kaNTatu   aa*naal i*nRu tiraupati paTam  naaTaka kaatalai maiyamaaka k.oNTa paTam  .e*nRu t.erintum naTikka mu*nvanta  naTikar #ajit avarkaldi*n maittu*narum  naTikai  tirumati #ajitShaali*ni avarkaldi*n chakotarar  naTikar richcharT avarkaldukkum  maRRum paTatti*n iyakku*nar moka*nji avarkaldukkum   ulaki*nil vaazhum  va*n*niya kula Shatriyarkald  chaarpaaka vaazhttukkaldai t.erivittukk.oldkiRe*n...,NOT
7949,eng2069,naa*n naamakkal maavaTTam(.oTTum.otta) veTTuva kavuNTar chamutaayamchaarpaaka paTam v.eRRip.eRa .e~Nkald aataravaiyum vaazhttukkaldaiyum t.erivittu k.oldkiRom,NOT
7950,eng2070,chaattiyamaa iva~Nka  j.e ammaa veTattukku ch.eT aakala,OFF
7951,eng2071,"naa*n t.eriyaamattaa*n kekkuRe*n, e*n kam.e*nT poTuRava~Nka .e*n chaati chaarpaa vaazhttukkald*nu ch.olRii~Nka. vaazhttukkald*nu maTTum ch.o*n*naa uTampila .oru a~Nkam kuRai~nchiTumaa .e*n*na",NOT
7952,eng2072,raaNippeTTai maavaTTam va*n*niyar chaarpaaka ippaTam v.eRRi p.eRa vaazhttukkald,NOT
7953,eng2073,p.eNpildldaikaldai paTikka a*nuppum p.eRRavarkald paTum paaTTai ch.olli maaldaatu... maaRRam nichchayam vara veNTum... na*nRi moka*n ji,NOT
7954,eng2074,makaldkaldai p.eRRa appaakkaldukku maTTum taa*n t.eriyum inta k.oTumai .evvaldavu vali .e*nRu. na*nRi moka*n aN*naa,NOT
7955,eng2075,.e*n*na karumam Taa itu.... .etukku ammaava ippaTi achi~NkapaTuttuRi~Nka,OFF
7956,eng2076,tiruvaNNaamalai  maavaTTam  chaarpaaka turopati  paTam  v.eRRi p.eRa vaazhttukkald,NOT
7957,eng2077,Rajini : naa kaNTippaa arachiyalukku varuve*n  Jayam ravi : hey itu 1996  puri~nchava~Nka maTTum laik pa*n*nu~Nka,NOT
7958,eng2078,aiyaem   tala    peN   laik  chuuryaa   aNNaa,NOT
7959,eng2079,PRABHU DEVA ku .oru BLOCKBUSTER COME BACK MOVIE taa*n,NOT
7960,eng2080,aakach chiRanta potai.. pechchu  Trailer laye therinjathu,NOT
7961,eng2081,va*n*niyar kula chattiriyar chaarpaaka movie v.eRRip.eRa vaazhttukald,NOT
7962,eng2082,.ellaam chari.. inta paTam ch.e*nchaarla tappichchaa charitaa*n..,NOT
7963,eng2083,antar maas   Semmmmma     paTam v.eRRi aTaiya vaazhttukkald naNpaa,NOT
7964,eng2084,.eppuTiyaavatu talaivari*n *** vantu ****Tu poyTa*num... tiruTTu payalka....,OFF
7965,eng2085,arachiyal .e*nRa achi~Nkam illaatiruntaal jaati .e*nRa .echchai .e*n*namum verupaaTum illaamal poy irukkumo .e*n*navo,OFF
7966,eng2086,nalla vaarttaikald .eppaTi  Double meaning word aaka maaRiyatu Watch and Subscribe 🤝🤝🤝,NOT
7967,eng2087,jillaa  paTam moka*nlaal char vijay piiTa tay.oli yoTa naTichchatu naalda chariyaa oppa*ni~N kiTaikkala   ata inta kaappaa*n paTam maattum*nu kaNTippaa,OFF
7968,eng2088,paTam v.eRRip.eRa v.eldldaaldar (pildldai.kavuNTar.mutaliyaar)makkald chaarpaaka tuNai nirppom,NOT
7969,eng2089,e u~Nkaldukku paa ra~njiit .eTutta paTa~Nkald v.eldivarum pot.ellaam kaNNu t.eriyalayo mayiRukaldaa tiraupati paTam v.eldivaralai*naa timuka kaara*nu~Nkataa*ne pukaar aldichchurukkaa*nu~Naka aTutta .elakcha*nukku timuka aaTchi kavizhum kavizha vaippom muttaraiyar chamutaayatti*n chaarpaakavum kaldldar chamutaayam chaarpaakavum va*n*niyar chamutaayam chaarpaakavum .echcharikkirom e*nTaa naaTaka kaatalaal  paatikkapaTurava~Nka naa~Nkaldtaa*n atu .e~Nka u~Nkaldukku t.eriya pokutu naa~Nkald .e~Nkald kuTumpattoTa inta paTattai kaNTippaaka paarppom aatarippom,OFF
7970,eng2090,tarumapuri viira va*n*niyar kula chattiriyarkald  chaarpaaka paTam v.eRRiyaTaiya vaazhttukkald,NOT
7971,eng2091,putukkoTTai maavaTTam raaja kula akamuTaiyaar chaarpaaka vaazhttukkald,NOT
7972,eng2092,muRpokku chinta*naiyaaldarkald matamillai chaatiyillai  .e*npavarkald e*n inta paTattai chaatiyaa paarkkiRaarkald  viruppamillai .e*nki*nRa 20k naparkald p.eNpildldaikaldukku .etiraa*navarkaldaa?? allatu kuRRam uldldavarkaldaa ??? ata*n paatippai aRiyaatavarkaldaa ??? .eva*n makald .eppaTi po*naal .e*n*na naam paatukaappoTu uldldom .e*npataa??? p.eNNai taayaaka k.oldldaatavarkaldaa??? akkaa ta~NkaikaldoTu piRakkaatavarkaldaa  ???.enta chaarpaa*na paTamaaka irukkaTTum  chamuuka vizhippuNarvai ch.ollukiRaata ??.e*npatai  muzhupaTattai paarttu tiirmaa*nikka veNTume tavira kaNNai muuTi .etirppu .e*npatu u~Nkaldi*n kuNattai piratipalikkiRatu naaNayatti*n maRupaktaiyum paarkka veNTum .ovv.oru vi*naikkum .etir vi*nai   uNTu.,NOT
7973,eng2093,Beethoven....te*nla ildaiyaraajaavoTa... charakku mix panitanga.... Vera level...,NOT
7974,eng2094,chaatiyi*n aTippaTaiyil inta paTattai paarkka veNTaam uNmaiyaa*na champava~Nkaldi*n pi*n*na*niye inta tiraikkatai kuRippiTTa chila chamuuka ildai~narkaldai veNTum.e*nRe kevalamaa*na pokkil poka ch.ollum maTaiyarkaldukkaa*na ch.eruppaTiye tiraupati ..  iyaRkkaiyaa*na uNarvutaa*n kaatale tavira vakkiRa .eNNattil varuvatu alla...  e*no t.eriyavillai vazhi tavaRi ch.ellum inta kuuTTattiRku ezhai p.eNkald kaNNukku t.erivatillai .enta chaatiyaa*naalum chari,NOT
7975,eng2095,.enta .oru vaNNiya*num .etir paarttu kaattu k.oNTirunta paTam...... .e~Nka viiTTu p.oNNa maTTumilla maNNa kuuTa t.oTa muTiyaatu..... chelam aattuur.... va*n*niyar,NOT
7976,eng2096,palaperukku maraNa aTi pola Trailar 8 ilaTchattai n.eru~Nkiyatu,NOT
7977,eng2097,inta paTattai naam paarppatai viTa nam p.eNkald ka*nTipaaka tavaRaamal paarkka veNTum,NOT
7978,eng2098,kildappum keraldaa arachaa~Nkam maRRum uuTakam...!!! uNmaiyai ulakiRku ch.olvom   like....share... subscribe🤝By RAGUL M,NOT
7979,eng2099,arumai .evat.oTTaalum v.eTTuTaa aTichchaa tiruppi aTippaa*n Taa chattiriya*n,OFF
7980,eng2100,chuuryaa aNNa*nukku inta paTam naTikka vaayppu azhitta ch.elvaraakava*n aNNa*nukku mikka na*nRi,NOT
7981,eng2101,tuluva veldaaldar chaarpaaka ittiraipaTam v.eRRip.eRa vaazhttukald,NOT
7982,eng2102,VHB chaarpaaka RSS chaarpaaka BJP chaarpaaka paTam v.eRRi p.eRa vaazhttukkald,NOT
7983,eng2103,".e*n*na .ellaa p.oTTa pacha~Nkalum .o*n*nu kuuTurii~Nka pola., u~Nka viiratta p.ollaachchi rep naaykaliTam kaaTTu~Nka Taa,. ottaa chulli p.orukkura naay~Nka p.eriya paNakkaara paruppu maatiri olaa oTTuvaa*nka..",OFF
7984,eng2104,"u~Nkaldukku paTam maTTum taa*nTaa .eTukka t.eRiyum, .e~Nkaldukku paTam .eTukkavum t.eRiyum, .e~Nkaldukku .etiraa paTam .eTukkurava*n uyira .eTukkavum t.eRiyum.",NOT
7985,eng2105,Congratulations Draupathi Team. tiraupati v.eRRi p.eRa vaazhttukkald.,NOT
7986,eng2106,tuuttukkuTi naaTaarkald chaarpaaka paTam v.eRRi p.eRa vaazhttukkald..,NOT
7987,eng2107,i*nitaa*n viiram vildainta tamizh maNNai kaaNa irukki*nRom....paTam chariyaa*na nerattil v.eldiyaaka veNTukiRom .... a*naivarukkum inta p.o~Nkal i*nitaaka amaiya .e*natu vaazhttukkald .....,NOT
7988,eng2108,I LOVE YOU MY DEAR tala,NOT
7989,eng2109,teventira kula veldaaldar chaarpaaka vaazhttukkald,NOT
7990,eng2110,kaTaluur maavaTTam vaTakku .o*nRiyam va*n*niyar cha~Nkam chaarpaaka ippaTam v.eldldivizhaa kaa*na vaazhttukkald,NOT
7991,eng2111,uNmaiyai urakkach ch.olvom     # tiraupati,NOT
7992,eng2112,"paTattai iyakku*nar moka*n avarkald yuu Tiyuupil (You Tube) v.eldiyiTum chuuzhnilai eRpaTTaal, ta*natu va~Nki kaNakkaiyum t.erivikka veNTum. .e*n po*nRa pala aayiram per atil paNam ch.elutta aavalaaka uldldom. itu po*nRa pala nalla paTa~Nkaldai .eTukka appaNam utavum. .e~Nkald k.o~Nku v.eldldaalda kavuNTarkald chaarpaaka maRRum p.eN puldldaikaldai p.eRRa appaamaarkaldi*n chaarpaaka paTam v.eRRi p.eRa vaazhttukkald",NOT
7993,eng2113,tala .eppaatum k.ettu taa*n. aaksT 24 v.eRRi taa*n t.eRikka viTuvaam. i*nimel .e~Nka aaTTam taa*n.,NOT
7994,eng2114,"komaaldiya .eTuttuTTu k.ommaala*nu vachchakku~Nka, paaTukalaa yaara kalaaykkirii~Nka.",OFF
7995,eng2115,maraNa v.eyiTTi~N For Movie maRRum  naaTaka kaatalukku chariyaa*na ch.eruppaTi,NOT
7996,eng2116,v.eldldaaldar chaarpaaka paTam v.eRRi p.eRa vaazhttukkald,NOT
7997,eng2117,yaarukko vipuuti aTiikkiRaa~Nka pola.. vaazhttukkald iyakkunare,NOT
7998,eng2118,Oh my goodness teaser la makkald ch.elva*n,NOT
7999,eng2119,.ore maNla piRakkuRom .ore m.ozhi pechuRom. naNparkalde potum.. kaaRRil viSham paravukiRatu... akkaRaiyuTa*n tamizha*n.. uTa*ne nii anta kurup inta kurup *nu varaatii~Nka...akki*ni ku~nch.o*nRu kaNTe*n,NOT
8000,eng2120,paTam v.eRRi aTaiya .e~Nkald va*n*niyar makkaldi*n chaarpaaka vaazhttukkald,NOT
8001,eng2121,u*n .etiri yaar .e*nRu ch.ol nii yaar .e*nRu ch.olkiRe*n.. .oru chaatiyai .etirttu itta*nai chamuukam .o*nRu kuuTukiRatu aakach chiRanta .etiri paRaiyar chamuukam,NOT
8002,eng2122,vamcham short film... va*n*niyarkaldukku taramaa*na ch.eruppaTi. Just watch,NOT
8003,eng2123,u~Nkald .eNNam chari aa*naal nii niiTuuzhi vaazhvaay u~Nkald .eNNam chari illai .e*nRaald intat tiraippaTattoTu nii~Nkald azhivaay,NOT
8004,eng2124,.etta*nai naaldaikkuTaa u~Nkalda pattiye paTam .eTuppi~Nka ?.e~Nka kaShTattai ch.olla mika chariyaa*naa paTam.pala uyirkald inta naaTaka kaatalaal pali vaa~NkappaTTu irukku. ata namatu chamutaaya p.eNkald paarttu tirunta veNTum,NOT
8005,eng2125,j.eyam ravi .oru arumaiyaa*na naTikar. paTam v.eRRi p.eRa vaazhttukakald.... paTam hiT taa*n uRuti......,NOT
8006,eng2126,ippaTi .oru paTattukkaaka taa*n v.eyiT paNRom.taramaa*na champavam.,NOT
8007,eng2127,nii poTaa puNTaipaTam oTaataTaa u~NkakiTTa aaNmaiye illaTaa ata*naal taa*n Taa avldo taa*n .e~NkakiTTa  varaa~Nka,OFF
8008,eng2128,tiraupati .e*npavald .oru vipachchaai .e*npatu .etta*nai perukku t.iyum   aald ozhaaTTam tevuTiyaa tiraupati,OFF
8009,eng2129,mii ~ makaldkaldai p.eRRa appaakkald paarkka veNTiya paTam..  maamaa ~ traupati taa*na?!    traupati yaa apiyum naa*num maamaa...,NOT
8010,eng2130,inta Tirailai .oru taTavaikku  mela paarttava~Nka laik poTu~Nka,NOT
8011,eng2131,"Vivegam trailer is truly international. Hard work of Director Siva, Ajith sir, Anirudh & the entire team is evident. Looking forward. tiyeTTar urimaiyaaldarkald kava*nattiRku .etukkum skrii*nukku .oru pattaTi taldldi .oru keTTu poTTu vai~Nka",NOT
8012,eng2132,uNmaiyai ch.olvataRku ta*ni tairiyam veNTum tiraupati atai mikavum arumaiyaaka .eTutturaikkiRaar paTam v.eRRi p.eRa vaazhttukkald aNNaa,NOT
8013,eng2133,".oru aaN tavaRu ch.eytal .. ataRku aaN i*nattaiye kuRai kuuRuvatu..  na*nRaaka irukkumaa..?  atu pola eto .oru ta*ni ma*nita*n ch.eyyum tavaRukku ava*n chamukattaiye kuRai kuuRuvatu..  chari aakumaa??  itu chaati, matam, i*nam, m.ozhi, naaTu a*naittukkum p.oruntum",NOT
8014,eng2134,k.o~Nku_v.eldldaaldak_kavuNTarkald chaarpaaka paTam mikapp.eriya v.eRRi p.eRa vaazhttukkald [covai],NOT
8015,eng2135,ta~nchai maavaTTa viiramuttaraiyarkald chaarpaaka  vaazhttukald....,NOT
8016,eng2136,kiraama*ni' naaTaar' muuppar 'chaa*naar' i*na chaa*nRor kulatti*n chaarpaaka vaazhttukkald....,NOT
8017,eng2137,piraamaNa chamuukatti*n chaarpaaka paTam v.eRRi p.eRa vaazhttukkald,NOT
8018,eng2138,tamizh m.ozhiyaiye .ozhikka veNTum .e*nRu ni*naittuk k.oNTirukkum mattiya arachukku chaatakamaaka itupo*nRa paTa~Nkaldai iyakkum muTTaald tayaarippaaldarkald irukkum varai paarppa*niyarkaldi*n chuuzhchchi iruntatu k.oNTe irukkum.... muTTaald tamizharkald...,NOT
8019,eng2139,paTattai chiikkiram riilis ch.eyya veNTum na*nRi 8148420102,NOT
8020,eng2140,paTam .ellaa nallaataa*n .eTukiRii~Nka aa*na aaTchiyaaldarkald pirachcha*nai pa*n*na poy kaalla vizhuturi~Nka.....,OFF
8021,eng2141,T.elTaa maaviira*n azhakumuttukko*n peravai chaarpaaka paTam v.eRRi p.eRa vaazhttukkald,NOT
8022,eng2142,a*naittu vaaNiyar ch.eTTiyaar chamutaayam chaarpaaka vaazhttukkald,NOT
8023,eng2143,inta paTam tiraiyil vantaal taa*n pala kuTumpam nalla irukkum,NOT
8024,eng2144,yaaru paTam Taa itu... kuTichai k.oldutti k.olli kuTam kuruuppaa.?  achura*n paarttu i*n*num azhukai nikkala pola kataRal ovaraa irukku.,NOT
8025,eng2145,seeman*ni*n taakkam irukkutu paTattil .....e*natu vaazhttukkald..... surya sir....,NOT
8026,eng2146,.e~Nkaldukku maNNu  p.oNNu R.e*nTume mukkiyam atule yaar kai v.echchaalum kaiya v.eTTuvom yaaRu*nu ne*nachche k.o~Nku naaTTu kavuNTarkaldi*n chaarpaaka paTam v.eRRi p.eRa vaazhttukald,OFF
8027,eng2147,ivvaldavupera kataRa viTTa anta chaatikaara*na .e*nakke paakka*num pola irukku moka*nji,NOT
8028,eng2148,taramaa*na ch.eruppaTi chila naaTaka kaatal kuuTTattiRku m.e*nmelum valdara vaazhttukkald,OFF
8029,eng2149,naakappata*ni jaati chaarpaaka v.eRRi aTaiya vaazhttukkald,NOT
8030,eng2150,"chaatikald azhiyaaviTTaal, ma*nitakulam m.ottam azhiyaTTum. paTitta miruka~Nkald..",NOT
8031,eng2151,naa*n eRka*nave ch.o*n*natu taa*n .oruva*n chikkaram pirapalam aka*num*naa .e~Nka talaivar kiNTal ch.eyvaa*nuko. kaTanta chila kaalaamaa naTakkutu. appaRam naa~Nkaa raji*ni rachikar ch.olluvaa*nuko. li~Nkaa paTattiRku paal apiShekam pa*n*nu*ne ch.olluvaa~Nko. appo naa~Nko pillaa iruntu rachikarTaa p.oRumpokku. .e~Nka talaivar u~Nka maatiri kevalamaa*na j.e*nmakalde kaNTukiRatu illa.,OFF
8032,eng2152,inta paTam v.eRRi p.eRa v.eRi piTitta intiya kuTimaka*ni*n vaazhttukkald.,NOT
8033,eng2153,taazhttappaTTor i*nRaiya talaivarkaldukku itu .oru chavukkaTi,NOT
8034,eng2154,paTaiyaaTchi chamuukam chaarpil v.eRRi p.eRa vaazhttukkald,NOT
8035,eng2155,v.eRitta*namaa irukku  taramaa*na champavam varapokutu #kaattiruppom,NOT
8036,eng2156,karuppaTTi ya kaTikkum potu .oru maatiri pallu kuuchuramaaRi i*nikkum atu pola taa*n   namma vaazhkai.. namakkuldldaye irukkum kuzhantaita*nam taa*n  kaatal. atu inta Tiisar la t.eriyutu. vaazhttukkald paTakkuzhuvukku.,NOT
8037,eng2157,"naayakkar vamcham chaarpaaka paTam v.eRRi p.eRa vaazhttukkald......,,",NOT
8038,eng2158,vizhuppuram maavaTTam naTukuppam kiraamam va*n*niyar cha~Nkatti*n aataravu,NOT
8039,eng2159,p.eN pildldaikaldai p.eRRa aNaivarum paarkka veNTiya tirai kaaviyam,NOT
8040,eng2160,"puldldi~Nldaa.. i*n*num tiraupati Trailar kamm.e*nTla .enta .enta jaati .ellaam kamm.e*nT (vaazhttukkald) paNNala?\r \r ~viira raavuttarum, Shattiriya maRaikkaayarum..  #Faiz_Mohamed",OFF
8041,eng2161,inta paTatti*n aataravai paarttaal inta iTa.otukkiiTu muRaiyaal .evldo tuuram  makkaldaipaatittu uldldatu .e*npatu t.eriya varukiRatu,NOT
8042,eng2162,itu chozharaajyatti*n kaTaichi  takara aNTaa paramparai.....,NOT
8043,eng2163,kaTaluur maavaTTam chamaTTikkuppam viira va*n*niyarkald chaarpaaka ippaTam v.eRRi p.eRa vaazhttukkald,NOT
8044,eng2164,naTikai nivetaa p.etturaaj *n a*npaa*na rachikarkald .oru iTattil iraNTu iTattil varum kaaTchikaldil maTTum Tir.eylar l kaaTTiyataiyiTTu ma*nam varuntiya rachikarkald .etta*nai per irukkiRiirkald,NOT
8045,eng2165,makkald ch.elva*ni*n taRpotaiya nilaiyai .entavitattilum inta paTam taazhttaamal uyarttippiTikka veNTuki*nRe*n... naTikar chilamparacha*ni*n aTutta parimaaNamaaka irukkum atepol naTikar aruN vijaykku  .oru nalla maRu parimaaNamaakavum aravintachaamikku ta*ni .oruva*nai pol nalla naTippiRkaa*na atika mukkiyattuvam k.oTukkum tiraippaTamaakavum amaiya vaazhttukiRe*n,NOT
8046,eng2166,maturai maavaTTTa yaatavar chamutaayam chaarpaaka vaazhttukkald !,NOT
8047,eng2167,a*naittu naayuTu/ naaykkar chamutaayam makkald chaarpaaka tiraippaTam v.eRRi p.eRa vaazhttukiRom,NOT
8048,eng2168,p.oldldaachchi kaatal viShayam irukkaa paTattula..  avi~Nkalda viTTuTTaa paTam  muzhumai p.eRaate... i*n*num yokkiyamaa kaaTTi paTam .eTukkalaam..r.ompa nallava~Nkaldaa p.oldldaachchi kaaraNa kaaTTuRi~Nka  nampiTTom.. aTa po~NkaTaa.,OFF
8049,eng2169,tamizhnaaTu paRaiyarkald(SC-Specicial caste ) cha~Nka chaarpaaka paTam v.eRRi p.eRa vaazhttukkald,NOT
8050,eng2170,Trailer kke ippaTi alaRuRi~Nkalde  paTam v.eldiya vantaa i*n*num .eppaTi kataRurii~Nkaldo...... chaavu~NkaTaa    paTam v.eRRi p.eRa vaazhttukald,NOT
8051,eng2171,"kaNTippaa paTam flop taa*n,ni*naikkiRava~Nka like ka poTTuTTu po~Nka",OFF
8052,eng2172,aaNTa chaatikaldukku p.oRumai iruntaal paarichaala*ni*n inta .oru maNineram kaaN.oldiyai paaru~Nkald tayavu ch.eytu .,NOT
8053,eng2173,.oTTum.otta tiraiyulaka kalai~narkaldum iNaintu kalakkum ch.ekkachivanta vaa*nam..,NOT
8054,eng2174,"paarati ch.o*n*namaatiri jaati irukkuuTaatu.aa*naa chaTTa~Nka .otukkiiTu/chalukai pala tantu 1949iruntu naachamaarukku.chila ii*napayaluka kaachu/jaativ.eRikaaka  inta paTattila vantamaatiri ch.eyraa*nuka. naaTla jaati niikka arachu r.eTi,aa*naa uTa*ne naaT.ellaam kataRuvaa*nuka.ita paNNaa naaTu valdarnta naaTaakum!",NOT
8055,eng2175,"ite kovattai, p.oldldaachchi pacha~Nka mela kaaTTula naaTaka kaatal .e*nRu.",NOT
8056,eng2176,kam.eNT patte .ellaa chamutaaya makkald mattiyil p.erum varaveRpai p.eRRuldldatu. ippo t.erintu k.oNTatu naaTaka kaatal .etta*nai kuTumpa vaazhkkai k.eTuttatu .e*nRu kazhuttil taali kaTTi k.oNTu veRa chamuuka p.eNNai maNantu k.oldlda ni*naikkaamal kaiyil raaki kaTTi chakotariyaaka eRRukk.old naa~Nkaldum uNNa eRki*nRom. paTakkuzhuvi*narkku vaazhttukkald...,NOT
8057,eng2177,inta paTam kaNTippaa  vara veNTiyatu  avachiyam    .e*n aataravum uNTu  .ozhukkam uyiri*num melaa*natu,NOT
8058,eng2178,iraNiyal visvakarmaa (aachaari) makkald chaarpaaka vaazhttukald ka*n*niyaakumari maavaTTam,NOT
8059,eng2179,arumai... aa*naal .oru varuttam... paTattiRku A1 .e*nRu p.eyar vaittirukkalaam....,NOT
8060,eng2180,kes poTurava~Nkaldukku .o*n*nu ch.olRe*n paTattai paTamaa paaru~NkaTa.paTattai paarttuTTu kes poTu~NkaTaa muTTaa pacha~Nka maari Tir.eylarai paarttuTTu kes poTaati~NkaTaa....,NOT
8061,eng2181,".eppaa aaNTaikaldaa???.  .e*n*navo tiraupati mutalil karNa*nai taa*n virumpi*naaldaam, ata*n pi*n ava*n chuuttira*n .e*nRu t.erintu k.oNTa pi*n arju*na*nai virumpiyataakavum ch.olkiRaarkald.  ata*naal taa*n naaTaka kaatalai paRRiya   paTattukku avar p.eyar vaittataakavum ch.olkiRaarkald..  uNmaiyaa paa?????",OFF
8062,eng2182,kaNTippaaka paarkkaveNTiya paTamaakat taa*n irukkum na*nRi,NOT
8063,eng2183,yaatavarkald chaarpaakaa ippaTam maap.erum v.eRRiyaTaiya vaazhttukkald,NOT
8064,eng2184,naakaraaj chozha veldaaldar. veldaaldar chamuukatti*n chaarpaaka tiraippaTattiRku aataravu.,NOT
8065,eng2185,"i like Yogi Babu acting , in every movie he always show his best  k.o~ncham Taim .eTuttu .e*nuTiya che*nalaiyum paaru~Nka",NOT
8066,eng2186,kam.eNTla paartte*n .ellorum jaati pera ch.olli*nu piri~nchu irukkaa*nu~Nka iva*nu~Nka .ellaam .e~Nka tamizha*n .e*nRa uNarvoTu .o*nRu cheRa poraa*nu~Nka,OFF
8067,eng2187,Story Base eh chuupparaa irukku . paTam kaNTippaa hiTtaa*n.,NOT
8068,eng2188,uTaiyaar i*natti*n chaarpaaka ma*namaarnta na*nRi maRRum vaazhttukkald,NOT
8069,eng2189,inta Trailar paartta kaiyoTu 'tevaraaTTam' maRupaTiyum paarkkapokiRavarkald maTTum like poTu~Nka!!,NOT
8070,eng2190,aNNaa nii~Nkald paTam  tiraiyara~Nkukaldil riliis pa*n*naalum chari  you tube  riliis pa*n*naalum chari. ch.ollavarum karutti*nai .e~Nkald uuril uldlda a*naivariTamum ch.e*nRaTaiya ch.eyve*n ippaTikku ch.e~nchikkoTTai j.eyapaala*n charatkumaar,NOT
8071,eng2191,vaa*nait t.oTTatu veldvittii  veldviyil piRantaal p.eNN.oruttip.eNkulam poRRumpatti*ni tiipatti*ni n.eruppaam paa~nchaali paa~nchaalatti*n ildavarachi  paa~nchaalipa~nchapaaNTavarkaldi*n patti*ni  tir.eldapati paTam v.eRRi p.eRa va*n*niyar chaarpaaka vaazhttukkald,NOT
8072,eng2192,r.eTTiyaar chamutaayam chaarpaaka paTam v.eRRi p.eRa vaazhttukkald,NOT
8073,eng2193,vantaa raajaavaa varuve*n raajaakku nuuRu tostu,NOT
8074,eng2194,chivaka~Nkai chiimai tevar paays chaarpaaka tiraippaTam v.eRRiyaTaiya vaazhttukkald,NOT
8075,eng2195,tamizhnaaTu chuuriya kula chattiriyarkald muttaraiyar chaarpaaka....n.e~nchaarnta vaazhttukkald....chariyaa*na patil aTi.... v.eRRi namate..,NOT
8076,eng2196,paTattiRku tamizh naaTTu makkald a*naivarum aataravu tara veNTum.,NOT
8077,eng2197,mutala chaatikald uldldatu .e*na  ch.o*n*nate tappu .. italaam .oru paTamaa... tamizhnaaTTula .evalda pirachcha*nai irukku atalaa viTTupuTTu inta paTam ippa mukkiyamaa..,OFF
8078,eng2198,inta paTam chuuriyaa aNNa*n .oru mail kalaaka amaiya vaazhttukkald. aama~Na rakul piritchi~N inta paTattil vechi keraTTar pola pachchai vechi maatiriye irukkaa .,OFF
8079,eng2199,"aNNa*n tirumaavaldava*n , paa. ra~nchit chaarpaaka inta paTam v.eRRi aTaiya vaazhttukkald..",NOT
8080,eng2200,ta~nchai T.elTaa azhakumuttukko*n peravai uRuppi*narkald chaarpaaka paTam v.eRRi p.eRa vaazhttukkald,NOT
8081,eng2201,naakai maavaTTa chaiva ch.eTTiyaarkald chaarpil inta paTam v.eRRi p.eRa vaazhttukkald. naa ch.eTTiyaar paiya*na taa*n kalyaaNam paNNippe*n,NOT
